Text,President
"We must set aside politics and finally face this pandemic as one nation, one nation. And I promise you this. As the Bible says, ""weep, ye may endure for a night, but joy cometh in the morning."" We will get through this together. Together. Look, folks, all my colleagues that I served with in the house and the senate up here, we all understand, the world is watching, watching all of us today. So here's my message to those beyond our borders.",Biden
,Biden
"America has been tested, and we've come out stronger for it. We will repair our alliances and engage with the world once again. Not to meet yesterday's challenges, but today's and tomorrow's challenges. (Applause)",Biden
,Biden
"And we'll lead not merely by the example of our power, but by the power of our example. (Applause) We'll be a strong and trusted partner for peace, progress, and security.",Biden
,Biden
"Look, you all know, we've been through so much in this nation. In my first act as president, I'd like to ask you to join me in a moment of silent prayer to remember all those who we lost in this past year to the pandemic, those 400,000 fellow Americans -- moms, dads, husbands, wives, sons, daughters, friends, neighbors, and co-workers. We'll honor them by becoming the people and the nation we know we can and should be.",Biden
,Biden
"So, I ask you, let's say a silent prayer for those who have lost their lives and those left behind and for our country.",Biden
,Biden
(MOMENT OF SILENCE),Biden
,Biden
"Amen. Folks, this is a time of testing. We face an attack on our democracy and on truth. A raging virus, growing inequity, the sting of systemic racism, a climate in crisis. America's role in the world. Any one of these would be enough to challenge us in profound ways. But the fact is, we face them all at once. Presenting this nation with one of the gravest responsibilities we've had. Now we're going to be tested.",Biden
,Biden
"Are we going to step up, all of us? It's time for boldness, for there is so much to do. And this is certain. I promise you, we will be judged, you and I, by how we resolve these cascading crises of our era. We will rise to the occasion, is the question. Will we master this rare and difficult hour?",Biden
,Biden
"Will we meet our obligations, and pass along a new and better world to our children? I believe we must. I'm sure you do as well. I believe we will. And when we do, we'll write the next great chapter in the history of the United States of America, the American story, a story that might sound something like a song that means a lot to me. It's called ""American Anthem."" And there's one verse that stands out, at least for me.",Biden
,Biden
"And it goes like this: ""The work and prayers of centuries have brought us to this day. What shall be our legacy? What will our children say? Let me know in my heart when my days are through. America, America, I gave my best to you."" Let's add. Let's, us, add our own work and prayers to the unfolding story of our great nation.",Biden
,Biden
"If we do this, then when our days are through, our children and our children's children will say of us, they gave their best, they did their duty, they healed a broken land. My fellow Americans, I close the day where I began, with a sacred oath before God and all of you. I give you my word, I will always level with you. I will defend the Constitution. I'll defend our democracy. I'll defend America.",Biden
,Biden
"And I'll give all, all of you, keep everything you -- I do in your service, thinking not of power but of possibilities, not of personal injuries but the public good. And together we shall write an American story of hope, not fear. Of unity, not division. Of light, not darkness. A story of decency and dignity, love and healing, greatness and goodness.",Biden
,Biden
"May this be the story that guides us, the story that inspires us, and the story that tells ages yet to come that we answered the call of history, we met the moment. Democracy and hope, truth and justice, did not die on our watch, but thrived, that America secured liberty at home and stood once again as a beacon to the world. That is what we owe our forebears, one another, and generations to follow.",Biden
